date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:27:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:24%20GMT	https://demo.tailadmin.com/marketing.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/marketing.html	(from https://demo.tailadmin.com/)
17:27:23	247849/247849	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:24%20GMT	https://demo.tailadmin.com/marketing	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/marketing.html	(from https://demo.tailadmin.com/)
17:27:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:25%20GMT	https://demo.tailadmin.com/crm.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/crm.html	(from https://demo.tailadmin.com/)
17:27:24	198566/198566	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:25%20GMT	https://demo.tailadmin.com/crm	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/crm.html	(from https://demo.tailadmin.com/)
17:27:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:25%20GMT	https://demo.tailadmin.com/stocks.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/stocks.html	(from https://demo.tailadmin.com/)
17:27:24	183429/183429	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:26%20GMT	https://demo.tailadmin.com/stocks	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/stocks.html	(from https://demo.tailadmin.com/)
17:27:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:26%20GMT	https://demo.tailadmin.com/calendar.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/calendar.html	(from https://demo.tailadmin.com/)
17:27:25	134708/134708	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:26%20GMT	https://demo.tailadmin.com/calendar	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/calendar.html	(from https://demo.tailadmin.com/)
17:27:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:26%20GMT	https://demo.tailadmin.com/profile.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/profile.html	(from https://demo.tailadmin.com/)
17:27:25	135412/135412	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:26%20GMT	https://demo.tailadmin.com/profile	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/profile.html	(from https://demo.tailadmin.com/)
17:27:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:27%20GMT	https://demo.tailadmin.com/task-list.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/task-list.html	(from https://demo.tailadmin.com/)
17:27:26	191498/191498	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:27%20GMT	https://demo.tailadmin.com/task-list	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/task-list.html	(from https://demo.tailadmin.com/)
17:27:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:27%20GMT	https://demo.tailadmin.com/task-kanban.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/task-kanban.html	(from https://demo.tailadmin.com/)
17:27:26	191881/191881	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:28%20GMT	https://demo.tailadmin.com/task-kanban	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/task-kanban.html	(from https://demo.tailadmin.com/)
17:27:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:28%20GMT	https://demo.tailadmin.com/form-elements.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/form-elements.html	(from https://demo.tailadmin.com/)
17:27:27	159432/159432	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:28%20GMT	https://demo.tailadmin.com/form-elements	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/form-elements.html	(from https://demo.tailadmin.com/)
17:27:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:28%20GMT	https://demo.tailadmin.com/pro-form-elements.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pro-form-elements.html	(from https://demo.tailadmin.com/)
17:27:29	118799/118799	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:30%20GMT	https://demo.tailadmin.com/pro-form-elements	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pro-form-elements.html	(from https://demo.tailadmin.com/)
17:27:29	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:31%20GMT	https://demo.tailadmin.com/form-layout.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/form-layout.html	(from https://demo.tailadmin.com/)
17:27:30	130996/130996	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:31%20GMT	https://demo.tailadmin.com/form-layout	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/form-layout.html	(from https://demo.tailadmin.com/)
17:27:30	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:31%20GMT	https://demo.tailadmin.com/pro-form-layout.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pro-form-layout.html	(from https://demo.tailadmin.com/)
17:27:30	144227/144227	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:32%20GMT	https://demo.tailadmin.com/pro-form-layout	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pro-form-layout.html	(from https://demo.tailadmin.com/)
17:27:30	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:32%20GMT	https://demo.tailadmin.com/tables.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/tables.html	(from https://demo.tailadmin.com/)
17:27:31	151863/151863	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:32%20GMT	https://demo.tailadmin.com/tables	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/tables.html	(from https://demo.tailadmin.com/)
17:27:31	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:32%20GMT	https://demo.tailadmin.com/pro-tables.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pro-tables.html	(from https://demo.tailadmin.com/)
17:27:32	135872/135872	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:33%20GMT	https://demo.tailadmin.com/pro-tables	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pro-tables.html	(from https://demo.tailadmin.com/)
17:27:32	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:33%20GMT	https://demo.tailadmin.com/settings.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/settings.html	(from https://demo.tailadmin.com/)
17:27:32	134404/134404	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:33%20GMT	https://demo.tailadmin.com/settings	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/settings.html	(from https://demo.tailadmin.com/)
17:27:32	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:33%20GMT	https://demo.tailadmin.com/file-manager.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/file-manager.html	(from https://demo.tailadmin.com/)
17:27:34	155539/155539	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:35%20GMT	https://demo.tailadmin.com/file-manager	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/file-manager.html	(from https://demo.tailadmin.com/)
17:27:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:35%20GMT	https://demo.tailadmin.com/data-tables.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/data-tables.html	(from https://demo.tailadmin.com/)
17:27:36	151403/151403	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:37%20GMT	https://demo.tailadmin.com/data-tables	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/data-tables.html	(from https://demo.tailadmin.com/)
17:27:36	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:37%20GMT	https://demo.tailadmin.com/pricing-tables.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pricing-tables.html	(from https://demo.tailadmin.com/)
17:27:39	151119/151119	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:40%20GMT	https://demo.tailadmin.com/pricing-tables	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/pricing-tables.html	(from https://demo.tailadmin.com/)
17:27:39	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:40%20GMT	https://demo.tailadmin.com/error-page.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/error-page.html	(from https://demo.tailadmin.com/)
17:27:39	116214/116214	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:40%20GMT	https://demo.tailadmin.com/error-page	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/error-page.html	(from https://demo.tailadmin.com/)
17:27:39	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:40%20GMT	https://demo.tailadmin.com/faq.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/faq.html	(from https://demo.tailadmin.com/)
17:27:40	129429/129429	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:41%20GMT	https://demo.tailadmin.com/faq	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/faq.html	(from https://demo.tailadmin.com/)
17:27:40	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:41%20GMT	https://demo.tailadmin.com/team.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/team.html	(from https://demo.tailadmin.com/)
17:27:41	307640/307640	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:42%20GMT	https://demo.tailadmin.com/team	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/team.html	(from https://demo.tailadmin.com/)
17:27:41	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:42%20GMT	https://demo.tailadmin.com/terms-conditions.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/terms-conditions.html	(from https://demo.tailadmin.com/)
17:27:42	119277/119277	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:43%20GMT	https://demo.tailadmin.com/terms-conditions	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/terms-conditions.html	(from https://demo.tailadmin.com/)
17:27:42	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:44%20GMT	https://demo.tailadmin.com/mail-success.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/mail-success.html	(from https://demo.tailadmin.com/)
17:27:43	116249/116249	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:44%20GMT	https://demo.tailadmin.com/mail-success	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/mail-success.html	(from https://demo.tailadmin.com/)
17:27:43	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:45%20GMT	https://demo.tailadmin.com/messages.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/messages.html	(from https://demo.tailadmin.com/)
17:27:44	144733/144733	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:45%20GMT	https://demo.tailadmin.com/messages	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/messages.html	(from https://demo.tailadmin.com/)
17:27:44	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:45%20GMT	https://demo.tailadmin.com/inbox.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/inbox.html	(from https://demo.tailadmin.com/)
17:27:44	175372/175372	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:46%20GMT	https://demo.tailadmin.com/inbox	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/inbox.html	(from https://demo.tailadmin.com/)
17:27:45	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:46%20GMT	https://demo.tailadmin.com/invoice.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/invoice.html	(from https://demo.tailadmin.com/)
17:27:45	142923/142923	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:46%20GMT	https://demo.tailadmin.com/invoice	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/invoice.html	(from https://demo.tailadmin.com/)
17:27:45	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:46%20GMT	https://demo.tailadmin.com/basic-chart.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/basic-chart.html	(from https://demo.tailadmin.com/)
17:27:46	123704/123704	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:47%20GMT	https://demo.tailadmin.com/basic-chart	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/basic-chart.html	(from https://demo.tailadmin.com/)
17:27:46	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:47%20GMT	https://demo.tailadmin.com/advanced-chart.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/advanced-chart.html	(from https://demo.tailadmin.com/)
17:27:47	133130/133130	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:48%20GMT	https://demo.tailadmin.com/advanced-chart	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/advanced-chart.html	(from https://demo.tailadmin.com/)
17:27:47	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:48%20GMT	https://demo.tailadmin.com/accordion.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/accordion.html	(from https://demo.tailadmin.com/)
17:27:48	146404/146404	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:50%20GMT	https://demo.tailadmin.com/accordion	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/accordion.html	(from https://demo.tailadmin.com/)
17:27:49	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:50%20GMT	https://demo.tailadmin.com/alerts.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/alerts.html	(from https://demo.tailadmin.com/)
17:27:49	120443/120443	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:50%20GMT	https://demo.tailadmin.com/alerts	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/alerts.html	(from https://demo.tailadmin.com/)
17:27:49	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:50%20GMT	https://demo.tailadmin.com/avatars.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/avatars.html	(from https://demo.tailadmin.com/)
17:27:50	117668/117668	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:51%20GMT	https://demo.tailadmin.com/avatars	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/avatars.html	(from https://demo.tailadmin.com/)
17:27:50	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:51%20GMT	https://demo.tailadmin.com/badge.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/badge.html	(from https://demo.tailadmin.com/)
17:27:52	125548/125548	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:53%20GMT	https://demo.tailadmin.com/badge	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/badge.html	(from https://demo.tailadmin.com/)
17:27:52	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:53%20GMT	https://demo.tailadmin.com/breadcrumb.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/breadcrumb.html	(from https://demo.tailadmin.com/)
17:27:53	133980/133980	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:54%20GMT	https://demo.tailadmin.com/breadcrumb	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/breadcrumb.html	(from https://demo.tailadmin.com/)
17:27:53	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:54%20GMT	https://demo.tailadmin.com/buttons.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/buttons.html	(from https://demo.tailadmin.com/)
17:27:53	163619/163619	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:54%20GMT	https://demo.tailadmin.com/buttons	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/buttons.html	(from https://demo.tailadmin.com/)
17:27:54	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:55%20GMT	https://demo.tailadmin.com/buttons-group.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/buttons-group.html	(from https://demo.tailadmin.com/)
17:27:54	146709/146709	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:55%20GMT	https://demo.tailadmin.com/buttons-group	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/buttons-group.html	(from https://demo.tailadmin.com/)
17:27:54	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:55%20GMT	https://demo.tailadmin.com/cards.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/cards.html	(from https://demo.tailadmin.com/)
17:27:54	123218/123218	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:56%20GMT	https://demo.tailadmin.com/cards	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/cards.html	(from https://demo.tailadmin.com/)
17:27:55	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:56%20GMT	https://demo.tailadmin.com/carousel.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/carousel.html	(from https://demo.tailadmin.com/)
17:27:55	122236/122236	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:56%20GMT	https://demo.tailadmin.com/carousel	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/carousel.html	(from https://demo.tailadmin.com/)
17:27:55	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:56%20GMT	https://demo.tailadmin.com/dropdowns.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/dropdowns.html	(from https://demo.tailadmin.com/)
17:27:56	128798/128798	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:57%20GMT	https://demo.tailadmin.com/dropdowns	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/dropdowns.html	(from https://demo.tailadmin.com/)
17:27:56	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:57%20GMT	https://demo.tailadmin.com/images.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/images.html	(from https://demo.tailadmin.com/)
17:27:57	116222/116222	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:58%20GMT	https://demo.tailadmin.com/images	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/images.html	(from https://demo.tailadmin.com/)
17:27:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:58%20GMT	https://demo.tailadmin.com/list.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/list.html	(from https://demo.tailadmin.com/)
17:27:58	145842/145842	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:27:59%20GMT	https://demo.tailadmin.com/list	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/list.html	(from https://demo.tailadmin.com/)
17:27:58	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:27:59%20GMT	https://demo.tailadmin.com/modals.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/modals.html	(from https://demo.tailadmin.com/)
17:27:59	123002/123002	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Jun%202024%2010:28:00%20GMT	https://demo.tailadmin.com/modals	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/modals.html	(from https://demo.tailadmin.com/)
17:27:59	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2020%20Jun%202024%2010:28:00%20GMT	https://demo.tailadmin.com/notifications.html	C:/Users/Dang%20Duong%20PC/Desktop/New%20folder/base_admin/demo.tailadmin.com/notifications.html	(from https://demo.tailadmin.com/)
